Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Ghana,0.27 ,0.14 , 0.45,,0.34 ,0.19 , 0.55,,0.43 ,0.25 , 0.65,,0.51 ,0.31 , 0.75,,0.60 ,0.39 , 0.84,,0.69 ,0.47 , 0.91,,0.77 ,0.56 , 1.01,,0.85 ,0.64 , 1.08,,0.93 ,0.72 , 1.15,,0.99 ,0.79 , 1.20,,1.04 ,0.86 , 1.25,,1.08 ,0.91 , 1.29,,1.11 ,0.94 , 1.32,,1.14 ,0.97 , 1.34,,1.14 ,0.99 , 1.34,,1.12 ,0.97 , 1.33,,1.08 ,0.94 , 1.31,,1.03 ,0.89 , 1.23,,0.95 ,0.82 , 1.14,,0.88 ,0.74 , 1.05,,0.81 ,0.68 , 0.97,,0.74 ,0.61 , 0.90,,0.64 ,0.53 , 0.81,,0.61 ,0.50 , 0.77,,0.61 ,0.49 , 0.77,,0.60 ,0.48 , 0.76,,0.58 ,0.46 , 0.73,,0.57 ,0.45 , 0.73,,0.56 ,0.44 , 0.71,,0.53 ,0.41 , 0.67,,0.41 ,0.32 , 0.54,
Greece,<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.02 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.02 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication."
Guatemala,<0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.04,,0.03 ,0.01 , 0.06,,0.04 ,0.02 , 0.07,,0.05 ,0.02 , 0.09,,0.06 ,0.03 , 0.11,,0.08 ,0.04 , 0.13,,0.09 ,0.05 , 0.15,,0.11 ,0.07 , 0.16,,0.12 ,0.08 , 0.18,,0.13 ,0.09 , 0.19,,0.14 ,0.10 , 0.20,,0.14 ,0.11 , 0.19,,0.10 ,0.08 , 0.13,,0.11 ,0.08 , 0.14,,0.11 ,0.08 , 0.15,,0.10 ,0.07 , 0.12,,0.08 ,0.06 , 0.10,,0.06 ,0.05 , 0.08,,0.06 ,0.04 , 0.08,,0.06 ,0.04 , 0.09,,0.06 ,0.04 , 0.09,,0.06 ,0.04 , 0.09,,0.06 ,0.04 , 0.09,,0.06 ,0.04 , 0.10,,0.07 ,0.04 , 0.12,,0.07 ,0.04 , 0.12,,0.06 ,0.04 , 0.10,,0.05 ,0.03 , 0.08,,0.04 ,0.03 , 0.07,
Guinea,0.11 ,0.10 , 0.12,,0.14 ,0.13 , 0.15,,0.18 ,0.16 , 0.19,,0.21 ,0.20 , 0.23,,0.25 ,0.24 , 0.28,,0.30 ,0.28 , 0.33,,0.34 ,0.32 , 0.38,,0.39 ,0.36 , 0.43,,0.44 ,0.40 , 0.48,,0.48 ,0.44 , 0.52,,0.52 ,0.48 , 0.57,,0.55 ,0.51 , 0.61,,0.58 ,0.54 , 0.64,,0.60 ,0.56 , 0.66,,0.62 ,0.57 , 0.67,,0.63 ,0.58 , 0.69,,0.60 ,0.56 , 0.66,,0.53 ,0.48 , 0.59,,0.52 ,0.48 , 0.58,,0.46 ,0.42 , 0.51,,0.39 ,0.35 , 0.44,,0.35 ,0.31 , 0.41,,0.33 ,0.29 , 0.39,,0.30 ,0.25 , 0.35,,0.30 ,0.25 , 0.37,,0.32 ,0.28 , 0.38,,0.32 ,0.27 , 0.38,,0.32 ,0.28 , 0.38,,0.32 ,0.27 , 0.37,,0.27 ,0.23 , 0.32,,0.25 ,0.22 , 0.29,
Guinea-Bissau,0.04 ,0.03 , 0.06,,0.06 ,0.04 , 0.08,,0.09 ,0.07 , 0.12,,0.13 ,0.10 , 0.17,,0.18 ,0.14 , 0.23,,0.25 ,0.19 , 0.31,,0.34 ,0.27 , 0.42,,0.45 ,0.37 , 0.54,,0.58 ,0.48 , 0.68,,0.71 ,0.60 , 0.85,,0.86 ,0.74 , 1.02,,1.01 ,0.87 , 1.18,,1.15 ,1.00 , 1.36,,1.29 ,1.12 , 1.53,,1.41 ,1.23 , 1.69,,1.52 ,1.35 , 1.81,,1.60 ,1.42 , 1.88,,1.60 ,1.43 , 1.86,,1.55 ,1.37 , 1.80,,1.44 ,1.25 , 1.67,,1.40 ,1.20 , 1.63,,1.36 ,1.15 , 1.57,,1.25 ,1.05 , 1.47,,1.13 ,0.92 , 1.34,,1.11 ,0.90 , 1.32,,1.09 ,0.88 , 1.30,,1.04 ,0.85 , 1.25,,0.95 ,0.77 , 1.15,,0.93 ,0.76 , 1.14,,0.86 ,0.70 , 1.04,,0.77 ,0.62 , 0.94,
Guyana,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.02 ,<0.01 , 0.03,,0.02 ,0.01 , 0.04,,0.03 ,0.02 , 0.05,,0.04 ,0.02 , 0.07,,0.06 ,0.04 , 0.09,,0.08 ,0.05 , 0.12,,0.11 ,0.07 , 0.16,,0.15 ,0.10 , 0.20,,0.18 ,0.13 , 0.24,,0.22 ,0.16 , 0.28,,0.22 ,0.16 , 0.28,,0.18 ,0.13 , 0.23,,0.13 ,0.10 , 0.17,,0.11 ,0.08 , 0.15,,0.11 ,0.08 , 0.14,,0.09 ,0.06 , 0.13,,0.09 ,0.07 , 0.13,,0.09 ,0.07 , 0.13,,0.09 ,0.07 , 0.13,,0.09 ,0.07 , 0.13,,0.11 ,0.08 , 0.14,,0.12 ,0.09 , 0.15,,0.13 ,0.10 , 0.16,,0.14 ,0.11 , 0.17,,0.14 ,0.11 , 0.17,,0.13 ,0.10 , 0.16,,0.13 ,0.10 , 0.16,
Haiti,0.45 ,0.31 , 0.64,,0.56 ,0.41 , 0.79,,0.68 ,0.50 , 0.93,,0.80 ,0.61 , 1.08,,0.91 ,0.71 , 1.20,,1.01 ,0.81 , 1.32,,1.11 ,0.89 , 1.42,,1.18 ,0.97 , 1.50,,1.25 ,1.04 , 1.57,,1.30 ,1.09 , 1.63,,1.33 ,1.13 , 1.67,,1.34 ,1.15 , 1.67,,1.34 ,1.15 , 1.67,,1.32 ,1.14 , 1.63,,1.29 ,1.13 , 1.60,,1.24 ,1.08 , 1.52,,1.12 ,0.97 , 1.39,,0.93 ,0.79 , 1.16,,0.80 ,0.66 , 1.01,,0.67 ,0.54 , 0.86,,0.59 ,0.47 , 0.77,,0.60 ,0.47 , 0.77,,0.55 ,0.44 , 0.71,,0.48 ,0.38 , 0.62,,0.41 ,0.33 , 0.53,,0.37 ,0.29 , 0.48,,0.35 ,0.27 , 0.44,,0.29 ,0.23 , 0.37,,0.24 ,0.18 , 0.30,,0.23 ,0.17 , 0.31,,0.19 ,0.15 , 0.24,
Honduras,0.13 ,0.08 , 0.22,,0.16 ,0.10 , 0.26,,0.19 ,0.12 , 0.31,,0.22 ,0.15 , 0.35,,0.26 ,0.18 , 0.40,,0.29 ,0.20 , 0.44,,0.32 ,0.23 , 0.48,,0.35 ,0.25 , 0.50,,0.37 ,0.28 , 0.51,,0.39 ,0.30 , 0.53,,0.40 ,0.32 , 0.53,,0.40 ,0.33 , 0.53,,0.40 ,0.33 , 0.51,,0.37 ,0.30 , 0.46,,0.28 ,0.23 , 0.36,,0.25 ,0.20 , 0.32,,0.22 ,0.18 , 0.28,,0.20 ,0.16 , 0.24,,0.17 ,0.13 , 0.22,,0.16 ,0.12 , 0.20,,0.14 ,0.11 , 0.18,,0.13 ,0.11 , 0.17,,0.12 ,0.10 , 0.15,,0.11 ,0.09 , 0.14,,0.10 ,0.08 , 0.13,,0.10 ,0.08 , 0.12,,0.09 ,0.07 , 0.11,,0.08 ,0.07 , 0.10,,0.07 ,0.06 , 0.09,,0.07 ,0.06 , 0.09,,0.07 ,0.06 , 0.09,
Hungary,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Iceland,0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication."
India,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Indonesia,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,0.01 ,<0.01 , 0.01,,0.01 ,0.01 , 0.02,,0.02 ,0.02 , 0.02,,0.03 ,0.02 , 0.03,,0.03 ,0.03 , 0.03,,0.04 ,0.03 , 0.04,,0.04 ,0.04 , 0.05,,0.05 ,0.05 , 0.05,,0.06 ,0.05 , 0.06,,0.07 ,0.06 , 0.07,,0.07 ,0.07 , 0.08,,0.08 ,0.08 , 0.09,,0.09 ,0.08 , 0.09,,0.09 ,0.08 , 0.10,,0.09 ,0.08 , 0.10,,0.09 ,0.08 , 0.10,,0.09 ,0.08 , 0.10,,0.09 ,0.08 , 0.10,
Iran (Islamic Republic of),<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.03,,0.01 ,<0.01 , 0.04,,0.02 ,0.01 , 0.04,,0.02 ,0.01 , 0.05,,0.03 ,0.02 , 0.05,,0.03 ,0.02 , 0.06,,0.04 ,0.03 , 0.07,,0.04 ,0.03 , 0.07,,0.05 ,0.04 , 0.08,,0.05 ,0.04 , 0.08,,0.05 ,0.04 , 0.09,,0.06 ,0.04 , 0.09,,0.06 ,0.04 , 0.09,,0.05 ,0.04 , 0.09,,0.05 ,0.04 , 0.09,,0.05 ,0.03 , 0.09,,0.04 ,0.03 , 0.09,,0.04 ,0.03 , 0.08,,0.04 ,0.02 , 0.08,
Iraq,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Ireland,<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication."
Israel,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
